instance,algo,pool,run,wind,our_nd,cec_nd,our_cost_min,cec_cost_min,our_power_max,cec_power_max,d_cost_min_abs,d_cost_min_pct,d_power_max_abs,d_power_max_pct,C_cec_ours,C_ours_cec
ns203,moead,p100_i50,3,"240deg, 2 m/s",121,134,84482252.34875683,84482252.34875683,8.9374639913,8.9642743692,0.0,0.0,-0.026810377900000404,-0.29908029134089353,0.512396694214876,0.3805970149253731
ns203,moead,p100_i50,4,"120deg, 9 m/s",300,300,84488275.92253235,84496092.90599833,206943.9381103516,206943.9381103516,-7816.983465984464,-0.009251295766634839,0.0,0.0,0.75,0.16666666666666666
ns203,moead,p100_i50,5,"330deg, 7 m/s",236,282,84483863.56277943,84489685.49120818,50855.9127197266,50855.9127197266,-5821.9284287542105,-0.006890697242990717,0.0,0.0,0.7288135593220338,0.1702127659574468
ns203,moead,p100_i50,6,"240deg, 8 m/s",300,300,84484225.20184545,84490167.17253508,114017.1500244141,113779.7244873047,-5941.970689624548,-0.007032736338999793,237.4255371094041,0.2086712181623322,0.44,0.29333333333333333
ns203,moead,p100_i50,7,"270deg, 12 m/s",300,300,84515522.40425196,84526869.09549552,903766.482421875,903682.6357421876,-11346.691243559122,-0.013423768518789007,83.84667968738358,0.009278332499829539,0.3233333333333333,0.37666666666666665
ns203,moead,p100_i50,8,"30deg, 7 m/s",210,210,84483220.95998845,84486402.17028582,45737.0653991699,45889.0272521973,-3181.2102973759174,-0.0037653518384698843,-151.96185302740196,-0.33115073935267514,0.6190476190476191,0.14761904761904762
ns203,moead,p100_i50,9,"150deg, 4 m/s",119,145,84482533.313659,84483179.38964191,1302.2160634995,1302.2160634995,-646.0759829133749,-0.0007647391913763455,0.0,0.0,0.3865546218487395,0.47586206896551725
ns203,nsga2,p100_i50,0,"240deg, 12 m/s",300,300,84842524.71395105,84787039.22566403,906216.080078125,905955.3935546876,55485.48828701675,0.06544100229675427,260.6865234373836,0.028774763668499244,0.85,0.043333333333333335
ns203,nsga2,p100_i50,1,"300deg, 7 m/s",285,300,84775320.41722502,84747933.59220272,45015.8605041504,45015.8605041504,27386.825022295117,0.03231562571670167,0.0,0.0,0.02456140350877193,0.9533333333333334
ns203,nsga2,p100_i50,2,"150deg, 10 m/s",254,268,84896286.53545095,84721682.67026861,435638.837890625,435638.837890625,174603.86518234015,0.20609112057168089,0.0,0.0,0.5236220472440944,0.4141791044776119
ns203,nsga2,p100_i50,3,"240deg, 2 m/s",300,300,84853117.38230355,84835241.08203764,9.0273824632,9.0100118965,17876.30026590824,0.021071785779003614,0.017370566700000367,0.19279182868502184,0.33,0.6166666666666667
ns203,nsga2,p100_i50,4,"120deg, 9 m/s",272,267,84804427.81305699,84733635.86898051,206943.9381103516,206943.9381103516,70791.94407647848,0.08354644923527253,0.0,0.0,0.9448529411764706,0.018726591760299626
ns203,nsga2,p100_i50,5,"330deg, 7 m/s",245,265,84731999.60370968,84692501.62781662,50855.9127197266,50855.9127197266,39497.97589306533,0.04663692196345812,0.0,0.0,0.39591836734693875,0.37358490566037733
ns203,nsga2,p100_i50,6,"240deg, 8 m/s",300,300,85075606.63061495,84720396.4420429,114392.1190185547,114289.0484619141,355210.18857204914,0.4192735202969074,103.0705566405959,0.09018410602564718,0.8566666666666667,0.09666666666666666
ns203,nsga2,p100_i50,7,"270deg, 12 m/s",299,297,84840392.62204127,84803588.17770864,903818.048828125,903818.048828125,36804.44433262944,0.04339963098672729,0.0,0.0,0.17391304347826086,0.7104377104377104
ns203,nsga2,p100_i50,8,"30deg, 7 m/s",239,224,84982128.5087501,85045560.4170745,45972.7182312012,46015.0141906738,-63431.90832440555,-0.07458579614659155,-42.29595947259804,-0.09191773645300857,0.891213389121339,0.044642857142857144
ns203,nsga2,p100_i50,9,"150deg, 4 m/s",251,281,84829248.37813048,84720330.16987665,1302.2160634995,1302.2160634995,108918.20825383067,0.1285620677297099,0.0,0.0,0.8446215139442231,0.11743772241992882
ns440,moead,p100_i50,0,"240deg, 9 m/s",300,300,269044504.3320796,269127232.51570743,623792.6010742188,620443.8752441406,-82728.18362784386,-0.030739432369786466,3348.725830078125,0.5397306611755049,0.18,0.7333333333333333
ns440,moead,p100_i50,1,"240deg, 16 m/s",300,300,271453386.4505431,271626618.388598,5926344.177734375,5937042.337890625,-173231.93805491924,-0.0637757591956941,-10698.16015625,-0.18019342877131908,0.27,0.55
ns440,moead,p100_i50,2,"240deg, 8 m/s",300,299,268590567.4923188,268567650.0285754,306563.6027832031,303537.1297607422,22917.463743388653,0.008533218256536202,3026.4730224609375,0.9970684722644975,0.38666666666666666,0.5484949832775919
ns440,moead,p100_i50,3,"300deg, 8 m/s",300,300,268649283.0965916,268662531.933659,315954.5548095703,315629.9758300781,-13248.837067425251,-0.004931404826742567,324.5789794921875,0.10283528319468843,0.5466666666666666,0.4033333333333333
ns440,moead,p100_i50,4,"210deg, 8 m/s",289,286,268689490.8439468,268655428.27279246,306603.4892578125,307275.0935058594,34062.571154356,0.012678906722021974,-671.604248046875,-0.21856774670026038,0.6332179930795848,0.23426573426573427
ns440,moead,p100_i50,5,"60deg, 11 m/s",300,300,270319076.255933,270523162.9741152,1884927.9912109373,1881597.446777344,-204086.71818220615,-0.07544149489400065,3330.5444335932843,0.17700621561203678,0.3566666666666667,0.5366666666666666
ns440,moead,p100_i50,6,"150deg, 8 m/s",297,299,268868770.9808227,268813789.90551656,310876.7834472656,311477.0440063477,54981.075306117535,0.02045321980149993,-600.2605590820895,-0.1927142210421955,0.531986531986532,0.35451505016722407
ns440,moead,p100_i50,7,"0deg, 7 m/s",293,275,268631289.7251625,268566517.5581189,131873.8905639648,131273.4210205078,64772.16704362631,0.024117737249063204,600.469543456973,0.4574189800105586,0.6825938566552902,0.23636363636363636
ns440,moead,p100_i50,8,"30deg, 4 m/s",275,279,268262806.7837084,268268449.4243467,3578.3562955856,3595.6168584824,-5642.640638291836,-0.0021033560414576795,-17.26056289679991,-0.48004455358141435,0.6218181818181818,0.3942652329749104
ns440,moead,p100_i50,9,"210deg, 14 m/s",295,286,271152545.5892567,270957745.7531604,3956354.6523437505,3954050.96875,194799.83609628677,0.07189306788584937,2303.6835937504657,0.058261353026481916,0.2711864406779661,0.5594405594405595
ns440,nsga2,p100_i50,0,"240deg, 9 m/s",300,300,282361897.017687,281586713.41295373,635811.1506347656,637931.6948242188,775183.6047332883,0.27529125765123114,-2120.544189453125,-0.33240928561128136,0.7266666666666667,0.23
ns440,nsga2,p100_i50,1,"240deg, 16 m/s",300,300,281946565.71629614,282177152.4891116,5953819.779296875,5955527.900390625,-230586.77281546593,-0.08171702449381106,-1708.12109375,-0.028681270952285585,0.006666666666666667,0.9766666666666667
ns440,nsga2,p100_i50,2,"240deg, 8 m/s",296,300,281055051.2094433,282125973.220382,314494.529296875,314480.5791015625,-1070922.010938704,-0.37959001034695805,13.9501953125,0.004435948112393529,0.6148648648648649,0.3333333333333333
ns440,nsga2,p100_i50,3,"300deg, 8 m/s",291,289,281167194.43545204,282351400.4249712,320762.9034423828,321042.1340332031,-1184205.9895191789,-0.41940857659526853,-279.2305908203125,-0.08697630660261985,0.18556701030927836,0.7058823529411765
ns440,nsga2,p100_i50,4,"210deg, 8 m/s",293,280,282631088.5693644,283097182.75464094,312593.7407226562,312491.9562988281,-466094.18527650833,-0.16464105390991124,101.78442382806679,0.03257185401941448,0.22525597269624573,0.6178571428571429
ns440,nsga2,p100_i50,5,"60deg, 11 m/s",300,300,283176610.1431275,282976101.30317116,1907787.318847656,1908176.2807617188,200508.83995634317,0.07085716392054066,-388.96191406273283,-0.020383961271516506,0.30333333333333334,0.66
ns440,nsga2,p100_i50,6,"150deg, 8 m/s",291,295,282008060.34641033,281701420.96038574,316635.1307373047,316734.7735595703,306639.3860245943,0.10885262309973064,-99.642822265625,-0.031459388290652764,0.9656357388316151,0.01694915254237288
ns440,nsga2,p100_i50,7,"0deg, 7 m/s",286,283,281154108.69625705,281265470.3181643,134876.3124389648,134773.175201416,-111361.62190723419,-0.03959306550543271,103.13723754879902,0.07652653237164024,0.0,0.9929328621908127
ns440,nsga2,p100_i50,8,"30deg, 4 m/s",286,288,282482142.9775716,282423547.45829844,3623.6762838364,3626.3282299042,58595.51927316189,0.020747391568620484,-2.6519460677995994,-0.07313033734592907,0.2902097902097902,0.6076388888888888
ns440,nsga2,p100_i50,9,"210deg, 14 m/s",288,281,282865620.0945076,282160625.53857005,3975692.640625,3977461.8710937505,704994.5559375286,0.24985575311646704,-1769.2304687504657,-0.04448139356428199,0.3611111111111111,0.4412811387900356
ns465,moead,p100_i50,0,"120deg, 15 m/s",300,300,155324705.76657286,155234084.25456658,2880034.208984375,2880068.666015625,90621.5120062828,0.058377328949017177,-34.45703125,-0.0011963961712645175,0.11333333333333333,0.7766666666666666
ns465,moead,p100_i50,1,"30deg, 9 m/s",300,300,154932389.9585525,154909488.79620966,382146.6650390625,383066.2407226562,22901.162342846394,0.014783576216544032,-919.5756835936918,-0.24005657138016342,0.5666666666666667,0.37333333333333335
ns465,moead,p100_i50,2,"210deg, 3 m/s",241,284,154789404.93741792,154790783.77950135,255.4568445086,255.258069694,-1378.8420834243298,-0.000890777893720393,0.19877481460000013,0.07787209816257279,0.5601659751037344,0.426056338028169
ns465,moead,p100_i50,3,"210deg, 11 m/s",300,300,155085295.24642318,155128307.58412498,1132299.5493164062,1133010.5649414062,-43012.337701797485,-0.027726943181193543,-711.015625,-0.06275454501492404,0.17333333333333334,0.7566666666666667
ns465,moead,p100_i50,4,"180deg, 20 m/s",300,300,155358802.8299876,155282941.5660709,6794680.24609375,6794759.3203125,75861.26391667128,0.04885357216419891,-79.07421875,-0.0011637530488182658,0.8266666666666667,0.11
ns465,moead,p100_i50,5,"60deg, 10 m/s",300,300,155042265.65603647,155047830.23408103,712488.3193359375,711536.7465820312,-5564.578044563532,-0.003588942867605756,951.57275390625,0.13373487152663108,0.26666666666666666,0.6533333333333333
ns465,moead,p100_i50,6,"60deg, 12 m/s",300,300,155132862.69936657,155191517.09272507,1466720.65234375,1466036.21875,-58654.39335849881,-0.03779484501298709,684.43359375,0.04668599486127123,0.51,0.33
ns465,moead,p100_i50,7,"30deg, 3 m/s",265,264,154786176.45914325,154789695.3616309,254.7952906489,254.9902839065,-3518.9024876356125,-0.0022733441521507604,-0.19499325760000374,-0.07647085787453141,0.6,0.42803030303030304
ns465,moead,p100_i50,8,"210deg, 13 m/s",300,300,155220110.6653096,155235341.81841007,1874579.0986328125,1874939.2373046875,-15231.153100460768,-0.009811653017956274,-360.138671875,-0.019208018303180648,0.24333333333333335,0.5666666666666667
ns465,moead,p100_i50,9,"120deg, 8 m/s",297,300,154876379.2827202,154850236.1540223,187704.5230712891,188000.375,26143.128697901964,0.016882847160722837,-295.8519287109084,-0.15736773328824924,0.42424242424242425,0.43333333333333335
ns465,nsga2,p100_i50,0,"120deg, 15 m/s",300,300,158517299.7308414,159257942.59826505,2883863.3828125,2883099.18359375,-740642.8674236536,-0.465058668560071,764.19921875,0.026506171660644517,0.58,0.21
ns465,nsga2,p100_i50,1,"30deg, 9 m/s",300,300,158137161.1275896,157738142.38343057,383983.8010253906,383983.8010253906,399018.74415904284,0.25296275087930625,0.0,0.0,0.59,0.30666666666666664
ns465,nsga2,p100_i50,2,"210deg, 3 m/s",300,300,157683714.92034006,157542439.88423958,255.7222877145,255.8200848103,141275.03610047698,0.08967427202745133,-0.09779709579999007,-0.038228857547487026,0.63,0.36
ns465,nsga2,p100_i50,3,"210deg, 11 m/s",300,300,157910802.43477783,157874145.6879883,1135656.8676757812,1135656.8676757812,36656.74678951502,0.02321896763385242,0.0,0.0,0.9933333333333333,0.0
ns465,nsga2,p100_i50,4,"180deg, 20 m/s",299,300,158608960.3953848,158138051.6716901,6798744.99609375,6799501.7265625,470908.7236946821,0.29778330940382025,-756.73046875,-0.011129204744427154,0.22742474916387959,0.6533333333333333
ns465,nsga2,p100_i50,5,"60deg, 10 m/s",300,300,157827870.86335337,158139301.9502743,713553.328125,713691.9848632812,-311431.08692091703,-0.19693465386539027,-138.65673828125,-0.019428092401487716,0.013333333333333334,0.9833333333333333
ns465,nsga2,p100_i50,6,"60deg, 12 m/s",299,300,158160593.65142977,158569623.81490576,1468350.0341796875,1468350.0341796875,-409030.1634759903,-0.2579498857570859,0.0,0.0,0.8093645484949833,0.09
ns465,nsga2,p100_i50,7,"30deg, 3 m/s",300,300,157556168.26687792,157525539.4250653,255.8479463458,255.8479463458,30628.841812610626,0.019443730790828825,0.0,0.0,0.82,0.06666666666666667
ns465,nsga2,p100_i50,8,"210deg, 13 m/s",300,300,157791652.82019174,157603983.49158728,1877302.2441406248,1877302.2441406248,187669.32860445976,0.119076513452769,0.0,0.0,0.08,0.85
ns465,nsga2,p100_i50,9,"120deg, 8 m/s",300,300,158958287.74181312,158817447.42654616,188440.1427001953,188719.1643066406,140840.31526696682,0.08868063147287779,-279.0216064452834,-0.14785017063339403,0.20333333333333334,0.7766666666666666
ns488,moead,p100_i50,0,"240deg, 10 m/s",300,300,80539063.13931216,80536965.46828438,360261.59375,360261.59375,2097.671027779579,0.0026046064879432862,0.0,0.0,0.38333333333333336,0.48333333333333334
ns488,moead,p100_i50,1,"330deg, 5 m/s",148,158,80500087.055729,80502479.84196302,5000.6765670776,5030.8194885254,-2392.786234021187,-0.0029723136960731417,-30.14292144779938,-0.5991652357344802,0.3581081081081081,0.5189873417721519
ns488,moead,p100_i50,2,"150deg, 13 m/s",300,300,80598812.7199174,80613191.92301339,932983.4140625,932176.9052734376,-14379.20309598744,-0.01783728289746889,806.5087890623836,0.08651885543397028,0.52,0.3566666666666667
ns488,moead,p100_i50,3,"240deg, 12 m/s",300,300,80528520.95841981,80530184.983142,736017.4228515625,736017.4228515625,-1664.0247221887112,-0.0020663366444980276,0.0,0.0,0.45666666666666667,0.24666666666666667
ns488,moead,p100_i50,4,"30deg, 7 m/s",233,249,80500087.055729,80500087.055729,42435.1084594727,42435.1084594727,0.0,0.0,0.0,0.0,0.6437768240343348,0.22088353413654618
ns488,moead,p100_i50,5,"180deg, 7 m/s",215,212,80502259.81480977,80500087.055729,40168.8781738281,40168.8781738281,2172.7590807676315,0.002699076684554966,0.0,0.0,0.2837209302325581,0.6320754716981132
ns488,moead,p100_i50,6,"60deg, 3 m/s",137,144,80500087.055729,80501222.37531412,129.0395979881,129.0395979881,-1135.3195851147175,-0.0014103134730322627,0.0,0.0,0.4306569343065693,0.5
ns488,moead,p100_i50,7,"0deg, 8 m/s",145,133,80503517.2814587,80511183.71782985,89746.1909790039,89746.1909790039,-7666.436371147633,-0.00952220054050682,0.0,0.0,0.45517241379310347,0.45112781954887216
ns488,moead,p100_i50,8,"120deg, 9 m/s",300,300,80537677.12336102,80517616.46250717,191745.3203125,191148.3002929688,20060.66085384786,0.024914623327416875,597.0200195311918,0.3123334178834718,0.6,0.29
ns488,moead,p100_i50,9,"120deg, 15 m/s",300,300,80530543.43929617,80574608.78157514,1436969.935546875,1436730.357421875,-44065.34227897227,-0.0546888690436293,239.578125,0.016675232326120563,0.53,0.30333333333333334
ns488,nsga2,p100_i50,0,"240deg, 10 m/s",300,300,80906287.76913956,80870238.77744552,360261.59375,360261.59375,36048.991694033146,0.04457633888436979,0.0,0.0,0.006666666666666667,0.9766666666666667
ns488,nsga2,p100_i50,1,"330deg, 5 m/s",300,298,80961158.32693166,80876998.46660937,5077.6171188354,5061.92162323,84159.86032228172,0.10405907973578878,15.695495605400538,0.31006990573246535,0.35,0.5704697986577181
ns488,nsga2,p100_i50,2,"150deg, 13 m/s",300,296,80967625.92157477,81033407.79469238,934497.8544921876,934753.966796875,-65781.87311761081,-0.08117870753291886,-256.1123046873836,-0.02739890000841661,0.24666666666666667,0.6351351351351351
ns488,nsga2,p100_i50,3,"240deg, 12 m/s",300,300,80924646.7369967,80980590.0686135,736017.4228515625,736017.4228515625,-55943.331616804004,-0.0690823956325882,0.0,0.0,0.28,0.6633333333333333
ns488,nsga2,p100_i50,4,"30deg, 7 m/s",300,300,80892131.30943084,80789721.36858432,42435.1084594727,42435.1084594727,102409.94084651768,0.12676110167442728,0.0,0.0,0.15666666666666668,0.7833333333333333
ns488,nsga2,p100_i50,5,"180deg, 7 m/s",300,300,81125763.40090294,81082737.06066158,40168.8781738281,40168.8781738281,43026.340241357684,0.05306473585020666,0.0,0.0,0.9633333333333334,0.043333333333333335
ns488,nsga2,p100_i50,6,"60deg, 3 m/s",300,300,81016344.49288198,80886305.59723048,129.0395979881,129.0395979881,130038.8956515044,0.16076750531669343,0.0,0.0,0.93,0.08333333333333333
ns488,nsga2,p100_i50,7,"0deg, 8 m/s",161,249,80719221.07891254,80676574.10658506,89746.1909790039,89746.1909790039,42646.97232748568,0.052861655071202024,0.0,0.0,0.906832298136646,0.07228915662650602
ns488,nsga2,p100_i50,8,"120deg, 9 m/s",300,300,80973225.28052935,80906039.3963488,191875.3156738281,191875.8657226562,67185.8841805458,0.08304186520787449,-0.5500488280958962,-0.00028666910558254117,0.35,0.4866666666666667
ns488,nsga2,p100_i50,9,"120deg, 15 m/s",300,300,81021926.33458969,80921094.29414739,1437489.046875,1437460.80078125,100832.04044230282,0.12460538419782034,28.24609375,0.001964999235780791,0.11666666666666667,0.7533333333333333
